p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,0.9793851132150826,0.599,0.317,0,0,SLC44A1
0,0.9757149808165413,0.557,0.233,0,0,SLC38A1
0,0.9683139661375484,0.447,0.18,0,0,MCTP2
0,0.9670187472947149,0.744,0.634,0,0,TCF7L2
0,0.9617390483241667,0.205,0.093,0,0,AC019117.1
0,0.9606381612543946,0.858,0.657,0,0,FGL1
0,0.9594847702974159,0.647,0.347,0,0,PTGR1
0,0.9565758073186214,0.557,0.386,0,0,ZBTB38
0,0.9545180395498724,0.294,0.202,0,0,TGFBR1
0,0.9518577834626196,0.781,0.412,0,0,HPN
0,0.9511739925754715,0.317,0.108,0,0,CATSPERB
0,0.949072961864639,0.815,0.578,0,0,LONP2
0,0.948254676492212,0.554,0.429,0,0,BAAT
0,0.9477735277439151,0.524,0.353,0,0,PBX1
0,0.9447861734921855,0.28,0.096,0,0,AREG
0,0.9435241004959651,0.442,0.282,0,0,HSD17B2
0,0.9428620327074868,0.882,0.693,0,0,PCCA
0,0.9408269279264097,0.674,0.339,0,0,UNC13B
0,0.9401857803181335,0.8,0.531,0,0,DIP2C
0,0.9389808669236523,0.852,0.637,0,0,MBNL2
0,0.9375177566481635,0.515,0.321,0,0,SRGAP1
0,0.9369644901104238,0.638,0.299,0,0,GRAMD4
0,0.9297244471691954,0.682,0.429,0,0,WDFY2
0,0.9295043272069256,0.461,0.226,0,0,FAAH2
0,0.929325640995551,0.638,0.468,0,0,ASPH
0,0.9252044871530567,0.737,0.366,0,0,GOT1
0,0.9238775525792602,0.746,0.579,0,0,PITPNC1
0,0.9204908981093888,0.355,0.23,0,0,SIPA1L2
0,0.9194977053513993,0.776,0.498,0,0,AAK1
0,0.9187805400099514,0.774,0.556,0,0,FBXW7
0,0.9184507441700607,0.895,0.743,0,0,VMP1
0,0.9168463418591914,0.754,0.413,0,0,ASL
0,0.9159402837980533,0.77,0.607,0,0,HERC4
0,0.9136513990411186,0.735,0.425,0,0,LARP1B
0,0.9125511654275624,0.371,0.105,0,0,LINC02197
0,0.9116589766230814,0.724,0.491,0,0,SQSTM1
0,0.9098512936868817,0.802,0.581,0,0,SUCLG2
0,0.9094346111779943,0.203,0.082,0,0,PLAC4
0,0.9090576054514288,0.674,0.423,0,0,TPST1
0,0.9089499681660866,0.707,0.449,0,0,NR1H4
0,0.9069949472800195,0.477,0.13,0,0,CDHR2
0,0.9069845486071286,0.504,0.302,0,0,FAM13A
0,0.9061089127171997,0.821,0.661,0,0,PALM2-AKAP2
0,0.9032582362554078,0.814,0.532,0,0,ELF2
0,0.902036422522849,0.396,0.141,0,0,MYRF
0,0.89976753309132,0.437,0.148,0,0,AL078604.4
0,0.8976353408270947,0.242,0.077,0,0,LINC02336
0,0.8972261109156765,0.629,0.417,0,0,GAREM1
0,0.8966191148307547,0.753,0.485,0,0,DUSP16
0,0.8893560565452907,0.469,0.253,0,0,PCAT1
0,0.8889493351246873,0.869,0.686,0,0,ARHGEF12
0,0.8887411141013852,0.778,0.472,0,0,NFIC
0,0.8881229731925204,0.823,0.715,0,0,CFH
0,0.881780950564975,0.765,0.571,0,0,MTUS1
0,0.8803856708729284,0.255,0.03,0,0,PART1
0,0.8789050850709695,0.569,0.219,0,0,ALOX12-AS1
0,0.8779869755965314,0.171,0.044,0,0,AL359313.1
0,0.8700771932793492,0.718,0.428,0,0,ATR
0,0.8697945142405281,0.527,0.338,0,0,TGM2
0,0.869652516391029,0.657,0.34,0,0,PMM2
0,0.8579270563301225,0.609,0.421,0,0,NEDD4L
0,0.8557111805070041,0.85,0.62,0,0,DENND4A
0,0.8554190260143747,0.558,0.238,0,0,CACNA1D
0,0.8548100008450188,0.918,0.818,0,0,AKAP13
0,0.84795145170486,0.674,0.363,0,0,PPP2R1B
0,0.84596065431112355,0.391,0.125,0,0,LINC01931
0,0.8453890554953054,0.533,0.299,0,0,PDE4B
0,0.8441304869495676,0.355,0.225,0,0,LINC00907
0,0.842848683594629,0.473,0.133,0,0,AC068533.3
0,0.8428484900467291,0.346,0.07,0,0,NRG2
0,0.8422304983557194,0.407,0.186,0,0,TMEM45A
0,0.8379308389734599,0.339,0.142,0,0,PZP
0,0.8361920893020609,0.219,0.034,0,0,FSTL4
0,0.8356064117629941,0.499,0.177,0,0,RASD1
0,0.8351312549951526,0.753,0.528,0,0,SEPTIN9
0,0.834955913848231,0.593,0.363,0,0,SEC24D
0,0.8328831301216166,0.768,0.548,0,0,SEC31A
0,0.8324690830656801,0.36,0.167,0,0,IER3
0,0.8268820526174216,0.667,0.399,0,0,GDA
0,0.8265788678047045,0.263,0.092,0,0,SLC35F3
0,0.8258510112329668,0.66,0.334,0,0,PHYKPL
0,0.8229420964400962,0.817,0.674,0,0,PTPRM
0,0.8198292745784823,0.561,0.224,0,0,AFMID
0,0.8173562946872498,0.645,0.304,0,0,SLC41A2
0,0.8172033874059099,0.406,0.258,0,0,FST
0,0.816102162720484,0.571,0.285,0,0,ACMSD
0,0.8135114544707192,0.361,0.06,0,0,TOB1-AS1
0,0.8128420673742937,0.67,0.35,0,0,EPB41
0,0.8088963179895186,0.948,0.799,0,0,FGG
0,0.8051682983491448,0.72,0.486,0,0,IBTK
0,0.8035291869819181,0.742,0.458,0,0,HGD
0,0.8033667642568738,0.789,0.633,0,0,STAT3
0,0.8018182214233716,0.66,0.337,0,0,DANT2
0,0.8001378540328273,0.31,0.154,0,0,FGF14
0,0.7966435689572444,0.233,0.049,0,0,AC002451.1
0,0.792989725865143,0.791,0.525,0,0,OSBPL9
0,0.7918533794508975,0.597,0.429,0,0,SMAD2
0,0.7880185987093573,0.791,0.59,0,0,LRBA
0,0.7873292359059811,0.757,0.534,0,0,ERRFI1
0,0.7868085487629115,0.811,0.621,0,0,ZCCHC7
0,0.7833187788537814,0.825,0.53,0,0,GLIS3
0,0.7828217390503416,0.324,0.068,0,0,DNER
0,0.7825184778202401,0.539,0.381,0,0,KIFC3
0,0.7797547354652911,0.195,0.033,0,0,AC093766.1
0,0.7792128485331444,0.477,0.378,0,0,GHR
0,0.7791282670631201,0.725,0.498,0,0,TRMT11
0,0.7790883383713494,0.889,0.585,0,0,POR
0,0.7781462068863274,0.447,0.27,0,0,SPIRE1
0,0.7769042319208046,0.304,0.075,0,0,ARPP21
0,0.774641128075265,0.94,0.693,0,0,ELL2
0,0.7744101597774147,0.615,0.336,0,0,PPARA
0,0.7737749012454793,0.783,0.623,0,0,CHD9
0,0.7735926652356813,0.295,0.106,0,0,AC092142.1
0,0.7705372281252982,0.806,0.495,0,0,TTC39C
0,0.7693567570116524,0.693,0.428,0,0,MORF4L2
0,0.7689279601897139,0.77,0.465,0,0,AHI1
0,0.7669638606410679,0.69,0.456,0,0,CHCHD3
0,0.7664024627160466,0.549,0.236,0,0,SPATA6L
0,0.7660496805153167,0.863,0.697,0,0,CUX1
0,0.7640469782124113,0.722,0.537,0,0,DNAJC1
0,0.7604148586381438,0.349,0.159,0,0,ARNTL2
0,0.7594055899535832,0.834,0.73,0,0,ITGB1
0,0.7590690668565245,0.603,0.464,0,0,CADPS2
0,0.7581085657587818,0.627,0.461,0,0,ETNK1
0,0.756833588172798,0.311,0.144,0,0,AC107021.1
0,0.7562504095566176,0.647,0.434,0,0,IL4R
0,0.7516984018866977,0.69,0.453,0,0,PROS1
0,0.7514675060337221,0.592,0.454,0,0,KCNT2
0,0.7494440720464055,0.797,0.624,0,0,PRKCA
0,0.7468128574933213,0.644,0.363,0,0,PSMA1
0,0.7460311174647192,0.435,0.271,0,0,SGMS2
0,0.7439470782062702,0.251,0.069,0,0,FA2H
0,0.7427109250139599,0.358,0.08,0,0,TMEM178B
0,0.7415526015971086,0.716,0.497,0,0,ABHD2
0,0.7410703897180181,0.608,0.276,0,0,SLC1A1
0,0.7408388072070875,0.595,0.438,0,0,RUFY3
0,0.7398788830984053,0.802,0.48,0,0,THRB
0,0.7385750235684425,0.55,0.316,0,0,OSMR
0,0.7358780135747467,0.465,0.231,0,0,SPSB1
0,0.7349365926183529,0.432,0.166,0,0,DPP10
0,0.7338354723196349,0.534,0.254,0,0,FBXO25
0,0.7315695877976645,0.643,0.326,0,0,CA5A
0,0.7314246416588014,0.462,0.158,0,0,MAFK
0,0.7312448412529631,0.796,0.518,0,0,MGST1
0,0.7309727853670952,0.567,0.246,0,0,PC
0,0.7308084963107797,0.59,0.295,0,0,PTPN3
0,0.7291631021550585,0.601,0.293,0,0,AC243964.3
0,0.7274856417877059,0.574,0.262,0,0,CRCP
0,0.7252760072041835,0.525,0.418,0,0,PLOD2
0,0.7187998644323355,0.481,0.253,0,0,FBXW8
0,0.7187289983945673,0.705,0.556,0,0,SORBS1
0,0.7175175151500874,0.442,0.183,0,0,GTF2IRD1
0,0.7166236664802863,0.264,0.068,0,0,RGS9
0,0.7164622015922826,0.489,0.237,0,0,MOCOS
0,0.7157608619206386,0.761,0.519,0,0,PDXDC1
0,0.7151631884047575,0.308,0.078,0,0,VCAN-AS1
0,0.7151577747571394,0.87,0.705,0,0,GOLGA4
0,0.71226743083190025,0.621,0.377,0,0,AUH
0,0.7119528967647912,0.765,0.623,0,0,CHD2
0,0.7118545847748097,0.351,0.105,0,0,BDKRB2
0,0.7108935365117424,0.635,0.326,0,0,MGLL
0,0.710678274624537,0.662,0.404,0,0,FGGY
0,0.7104811828540132,0.647,0.415,0,0,RUNX1
0,0.710393738601,0.756,0.57,0,0,MTDH
0,0.7081466550227802,0.677,0.474,0,0,CPNE8
0,0.7078401106754963,0.376,0.247,0,0,TM4SF1
0,0.7077023155602729,0.591,0.31,0,0,LINC02532
0,0.7076837932314157,0.754,0.451,0,0,RBM47
0,0.7071670349368415,0.489,0.19,0,0,AL157938.2
0,0.7065404962435582,0.671,0.37,0,0,C4orf19
0,0.7064093999161347,0.454,0.177,0,0,FASTKD1
0,0.7060066023746914,0.477,0.252,0,0,CPB2-AS1
0,0.7052000653877522,0.614,0.397,0,0,MAP3K20
0,0.7046341451029459,0.727,0.422,0,0,AC007364.1
0,0.7041692457812445,0.741,0.531,0,0,ABCA1
0,0.7026536076139733,0.395,0.237,0,0,ATF5
0,0.7016786653156566,0.627,0.504,0,0,CAMK1D
0,0.7004420069385098,0.669,0.447,0,0,HDAC8
0,0.7001436564979735,0.735,0.584,0,0,RBPMS
0,0.6993889177079986,0.652,0.549,0,0,VPS13C
0,0.6980349622622851,0.332,0.11,0,0,OPN3
0,0.6978257926552052,0.662,0.392,0,0,ASS1
0,0.6976358747826152,0.334,0.198,0,0,OPHN1
0,0.6973886447317428,0.743,0.515,0,0,PLEKHA5
0,0.697305487058213,0.505,0.211,0,0,AC097376.3
0,0.6947693173603426,0.776,0.574,0,0,SOD2
0,0.6939121695120634,0.46,0.344,0,0,ARG1
0,0.693842499786658,0.357,0.206,0,0,XKR6
0,0.6936913661933329,0.414,0.228,0,0,ADAMTS17
0,0.6932468240905441,0.825,0.694,0,0,TFPI
0,0.691452368485219,0.444,0.125,0,0,HPN-AS1
0,0.691296866265573,0.401,0.224,0,0,PLPPR1
0,0.6902380929222673,0.707,0.636,0,0,PCM1
0,0.6877026500210572,0.449,0.211,0,0,TOB1
0,0.6872496109924716,0.451,0.21,0,0,TMEM161B-AS1
0,0.6859967612319174,0.518,0.25,0,0,GLT1D1
0,0.683541127275655,0.479,0.325,0,0,TM4SF4
0,0.6828397439708752,0.655,0.458,0,0,NUFIP2
0,0.6823859571894186,0.62,0.433,0,0,TMEM245
0,0.6807229536731593,0.396,0.245,0,0,C9
0,0.6806352509321596,0.674,0.499,0,0,ABLIM1
0,0.6803903603739997,0.309,0.074,0,0,IRF4
0,0.6793044355790722,0.419,0.23,0,0,APBB1IP
0,0.6780504012111312,0.833,0.652,0,0,FAF1
0,0.6775560067479154,0.409,0.257,0,0,CNNM2
0,0.6773112656415384,0.169,0.05,0,0,AC093866.1
0,0.6772061804352956,0.599,0.377,0,0,DTNA
0,0.674243663056232,0.562,0.316,0,0,IRS2
0,0.672473227448694,0.728,0.473,0,0,NSUN6
0,0.6701046313052569,0.498,0.304,0,0,SLC10A7
0,0.6681686859747422,0.505,0.327,0,0,G6PC
0,0.6668148300012223,0.606,0.385,0,0,MIA3
0,0.6653614771336984,0.476,0.238,0,0,PILRB
0,0.6651411947392698,0.465,0.191,0,0,BORCS5
0,0.6648326489493461,0.45,0.173,0,0,SLC7A5
0,0.6642915643925489,0.719,0.488,0,0,NRDC
0,0.6637251761427304,0.67,0.45,0,0,TRAPPC9
0,0.6622454031890482,0.556,0.253,0,0,MAP7
0,0.6610069551878001,0.662,0.42,0,0,PON2
0,0.6604604149695097,0.734,0.603,0,0,STRN3
0,0.6596198868087344,0.384,0.167,0,0,LINC00598
0,0.6595429493933045,0.715,0.488,0,0,UBE3C
0,0.6591204977859494,0.439,0.189,0,0,NUP50-DT
0,0.6588385184577521,0.297,0.104,0,0,CA12
0,0.6576979004589874,0.411,0.171,0,0,SLC15A4
0,0.6575701522939501,0.879,0.761,0,0,DST
0,0.6574312472637762,0.676,0.404,0,0,C4BPB
0,0.6564158608217496,0.379,0.122,0,0,XKR9
0,0.6561603606621258,0.58,0.468,0,0,SERINC5
0,0.6546163157632123,0.572,0.292,0,0,AC087482.1
0,0.6532840974553575,0.516,0.334,0,0,ONECUT1
0,0.6525941412567624,0.644,0.327,0,0,SLC22A3
0,0.6523628866297342,0.193,0.027,0,0,LINC02691
0,0.6521264469330823,0.114,0.049,0,0,AL078590.2
0,0.6517435678914767,0.392,0.16,0,0,SEMA4B
0,0.6512245700727202,0.82,0.672,0,0,ANKRD17
0,0.6506415805169996,0.584,0.313,0,0,KIF21A
0,0.6503504377816047,0.679,0.476,0,0,GMDS-DT
0,0.6497747900120843,0.242,0.084,0,0,AQP4-AS1
0,0.6487314120624639,0.818,0.642,0,0,PSD3
0,0.6486668242115017,0.556,0.417,0,0,ARID5B
0,0.6485816906592107,0.286,0.093,0,0,GRIA3
0,0.6479883817754244,0.585,0.488,0,0,RDX
0,0.6467385108742945,0.418,0.162,0,0,ALPK3
0,0.646536871184147,0.801,0.587,0,0,SRRM2
0,0.6458313724232192,0.82,0.629,0,0,NCOA2
0,0.6452892603173759,0.832,0.487,0,0,ASGR1
0,0.6448510771456906,0.666,0.453,0,0,ETFA
